config,threads_or_ranks,n_trials,median_s,min_s,max_s,stdev_s,iqr_s,p25_s,p75_s,payload,allreduce_bytes,median_allreduce_s,comm_fraction,max_abs_diff,tol_failures,error
mpi_r8,8,,,,,,,,,,,,,,,"RuntimeError: mpirun -np 8 /workspace/rre/engine/build/pearson_engine_mpi data/fixtures/item_full_ovl_flat --validate failed:
--------------------------------------------------------------------------
mpirun has detected an attempt to run as root.

Running as root is *strongly* discouraged as any mistake (e.g., in
defining TMPDIR) or bug can result in catastrophic damage to the OS
file system, leaving your system in an unusable state.

We strongly suggest that you run mpirun as a non-root user.

You can override this protection by adding the --allow-run-as-root option
to the cmd line or by setting two environment variables in the following way:
the variable OMPI_ALLOW_RUN_AS_ROOT=1 to indicate the desire to override this
protection, and OMPI_ALLOW_RUN_AS_ROOT_CONFIRM=1 to confirm the choice and
add one more layer of certainty that you want to do so.
We reiterate our advice against doing so - please proceed at your own risk.
--------------------------------------------------------------------------
"
cuda_1gpu,1,30,0.001819,0.001526,0.001925,0.000058,0.000008,0.001814,0.001822,,,,,0.000e+00,0,
nccl_sync_g1_f64,1,30,0.001843,0.001827,0.002043,0.000039,0.000026,0.001834,0.001859,f64,24237984,0.000003,0.0016277807921866523,0.000e+00,0,
nccl_sync_g2_f64,2,30,0.001827,0.001787,0.002259,0.000141,0.000034,0.001816,0.001850,f64,24237984,0.000272,0.14883720930232558,0.000e+00,0,
nccl_async_g1_f64,1,30,0.001884,0.001862,0.002179,0.000065,0.000025,0.001877,0.001902,f64,24237984,,,0.000e+00,0,
nccl_async_g1_f64_sep,1,30,0.001883,0.001864,0.001937,0.000020,0.000030,0.001873,0.001903,f64,24237984,,,0.000e+00,0,
nccl_async_g2_f64,2,30,0.002489,0.001860,0.002793,0.000289,0.000523,0.002002,0.002525,f64,24237984,,,0.000e+00,0,
nccl_async_g2_f64_sep,2,30,0.002238,0.001868,0.003207,0.000359,0.000614,0.001913,0.002527,f64,24237984,,,0.000e+00,0,
nccl_sync_g1_i32,1,30,0.001828,0.001791,0.002076,0.000053,0.000038,0.001809,0.001847,i32,12118992,0.000003,0.0016415868673050615,0.000e+00,0,
nccl_sync_g2_i32,2,30,0.001762,0.001726,0.008851,0.001293,0.000038,0.001748,0.001786,i32,12118992,0.000208,0.1180476730987514,0.000e+00,0,
nccl_async_g1_i32,1,30,0.001868,0.001834,0.002067,0.000047,0.000023,0.001858,0.001881,i32,12118992,,,0.000e+00,0,
nccl_async_g1_i32_sep,1,30,0.001860,0.001826,0.002031,0.000042,0.000030,0.001854,0.001884,i32,12118992,,,0.000e+00,0,
nccl_async_g2_i32,2,30,0.002377,0.001760,0.002660,0.000325,0.000621,0.001826,0.002448,i32,12118992,,,0.000e+00,0,
nccl_async_g2_i32_sep,2,30,0.002455,0.001799,0.003258,0.000338,0.000547,0.001933,0.002479,i32,12118992,,,0.000e+00,0,
nccl_sync_g1_packed,1,30,0.001838,0.001573,0.001985,0.000060,0.000021,0.001826,0.001846,packed,8079328,0.000003,0.0016322089227421112,0.000e+00,0,
nccl_sync_g2_packed,2,30,0.001746,0.001714,0.002182,0.000084,0.000043,0.001736,0.001779,packed,8079328,0.000188,0.10741907762818677,0.000e+00,0,
nccl_async_g1_packed,1,30,0.001874,0.001847,0.007163,0.000964,0.000042,0.001858,0.001900,packed,8079328,,,0.000e+00,0,
nccl_async_g1_packed_sep,1,30,0.001864,0.001837,0.006103,0.000988,0.000043,0.001857,0.001900,packed,8079328,,,0.000e+00,0,
nccl_async_g2_packed,2,30,0.001805,0.001773,0.002438,0.000301,0.000599,0.001793,0.002392,packed,8079328,,,0.000e+00,0,
nccl_async_g2_packed_sep,2,30,0.002398,0.001764,0.002637,0.000306,0.000620,0.001809,0.002428,packed,8079328,,,0.000e+00,0,
